#index, Paramètre P, Amplitude
40553,152,46
40554,191,87
40555,160,87
40556,155,18
40557,174,27
40558,190,71
40559,160,55
40560,170,34
40561,189,36
40562,191,24
40563,177,17
40564,153,38
40565,207,51
40566,161,119
40567,151,22
40568,150,35
40569,189,142
40570,198,49
40571,202,40
40572,167,135
40573,164,77
40574,182,62
40575,196,73
40576,163,60
40577,204,11
40578,185,28
40579,198,85
40580,191,11
40581,160,119
40582,165,43
40583,163,50
40584,157,95
40585,155,121
40586,189,43
40587,178,21
40588,197,18
40589,156,76
40590,156,164
40591,187,83
40592,176,109
40593,167,109
40594,180,11
40595,187,46
40596,155,66
40597,160,104
40598,173,68
40599,160,59
40600,158,116
40601,64,8
40602,183,33
40603,156,18
40604,162,27
40605,236,10
40606,159,53
40607,195,39
40608,199,19
40609,168,113
40610,196,77
40611,136,11
40612,153,90
40613,151,50
40614,145,14
40615,158,57
40616,52,153
40617,193,28
40618,156,34
40619,176,31
40620,163,98
40621,180,38
40622,187,96
40623,197,37
40624,156,84
40625,193,71
40626,163,100
40627,153,45
40628,153,58
40629,160,32
40630,170,96
40631,168,38
40632,188,83
40633,159,28
40634,192,13
40635,182,73
40636,194,33
40637,158,118
40638,170,32
40639,157,57
40640,161,49
40641,182,30
40642,164,20
40643,147,55
40644,89,8
40645,161,61
40646,148,25
40647,174,96
40648,89,8
40649,195,32
40650,178,54
40651,179,42
40652,187,71
40653,151,39
40654,155,50
40655,178,19
40656,166,81
40657,158,88
40658,190,22
40659,180,65
40660,187,29
40661,160,19
40662,158,39
40663,195,75
40664,179,99
40665,169,22
40666,63,8
40667,114,8
40668,189,16
40669,161,69
40670,194,71
40671,166,113
40672,158,115
40673,181,23
40674,195,86
40675,171,21
40676,183,80
40677,187,42
40678,194,45
40679,115,14
40680,158,97
40681,159,124
40682,159,43
40683,104,10
40684,173,12
40685,169,96
40686,196,27
40687,186,33
40688,167,55
40689,159,11
40690,157,9
40691,165,45
40692,148,17
40693,172,11
40694,165,114
40695,180,22
40696,150,21
40697,153,13
40698,196,70
40699,68,9
40700,167,106
40701,189,71
40702,189,39
40703,188,47
40704,191,24
40705,39,7
40706,181,86
40707,176,102
40708,166,104
40709,186,79
40710,98,212
40711,187,19
40712,197,68
40713,154,207
40714,192,42
40715,157,90
40716,174,45
40717,194,70
40718,162,112
40719,163,48
40720,183,28
40721,180,23
40722,169,54
40723,166,105
40724,197,23
40725,175,29
40726,175,12
40727,188,81
40728,166,106
40729,194,29
40730,64,8
40731,178,87
40732,163,104
40733,173,32
40734,176,60
40735,170,88
40736,156,51
40737,159,96
40738,167,119
40739,160,98
40740,165,13
40741,169,36
40742,182,10
40743,155,11
40744,187,80
40745,188,27
40746,247,16
40747,190,71
40748,151,8
40749,192,72
40750,159,16
40751,194,51
40752,198,77
40753,170,31
40754,160,109
40755,186,36
40756,170,41
40757,155,29
40758,162,118
40759,47,8
40760,125,9
40761,190,52
40762,196,36
40763,154,36
40764,193,28
40765,155,44
40766,170,48
40767,155,69
40768,156,102
40769,157,80
40770,188,96
40771,152,10
40772,165,105
40773,172,105
40774,170,51
40775,163,32
40776,210,17
40777,149,26
40778,185,37
40779,187,38
40780,163,110
40781,189,59
40782,182,10
40783,160,119
40784,154,118
40785,165,9
40786,159,100
40787,167,108
40788,182,14
40789,128,8
40790,166,31
40791,78,7
40792,164,102
40793,165,92
40794,187,15
40795,159,21
40796,176,55
40797,165,97
40798,200,36
40799,163,102
40800,171,40
40801,74,60
40802,158,68
40803,152,13
40804,163,128
40805,159,18
40806,162,52
40807,149,24
40808,156,36
40809,200,44
40810,166,26
40811,167,38
40812,164,100
40813,172,46
40814,177,90
40815,168,33
40816,198,15
40817,187,47
40818,154,38
40819,191,82
40820,192,53
40821,143,31
40822,152,32
40823,199,168
40824,167,111
40825,184,14
40826,180,37
40827,159,74
40828,171,31
40829,168,120
40830,185,54
40831,174,25
40832,126,17
40833,161,112
40834,172,29
40835,163,76
40836,167,108
40837,155,113
40838,194,10
40839,194,72
40840,157,19
40841,161,32
40842,133,96
40843,144,35
40844,162,131
40845,170,115
40846,67,10
40847,142,16
40848,173,36
40849,155,49
40850,182,40
40851,189,83
40852,170,105
40853,175,60
40854,161,25
40855,157,45
40856,162,93
40857,165,102
40858,193,70
40859,183,37
40860,187,28
40861,165,114
40862,164,118
40863,190,31
40864,171,41
40865,160,93
40866,195,74
40867,155,59
40868,165,73
40869,165,42
40870,183,53
40871,159,88
40872,199,30
40873,164,11
40874,188,18
40875,166,184
40876,182,87
40877,152,42
40878,165,43
40879,169,99
40880,197,15
40881,202,46
40882,208,27
40883,163,116
40884,176,28
40885,179,41
40886,173,99
40887,162,104
40888,181,72
40889,189,29
40890,148,25
40891,164,67
40892,162,49
40893,193,72
40894,159,69
40895,171,38
40896,198,69
40897,161,9
40898,122,11
40899,170,35
40900,170,42
40901,138,41
40902,166,111
40903,141,10
40904,158,38
40905,169,187
40906,168,107
40907,167,16
40908,152,103
40909,193,83
40910,152,28
40911,147,54
40912,170,174
40913,170,65
40914,157,49
40915,159,116
40916,181,10
40917,184,73
40918,168,110
40919,164,110
40920,166,51
40921,190,84
40922,161,69
40923,150,20
40924,166,29
40925,193,26
40926,100,10
40927,169,108
40928,165,100
40929,194,42
40930,183,20
40931,160,115
40932,198,42
40933,131,15
40934,161,211
40935,186,21
40936,159,47
40937,71,8
40938,162,211
40939,151,17
40940,194,17
40941,201,31
40942,186,79
40943,160,61
40944,165,34
40945,160,101
40946,159,10
40947,192,77
40948,164,105
40949,185,68
40950,166,123
40951,159,39
40952,164,95
40953,154,10
40954,154,10
40955,167,14
40956,202,17
40957,199,15
40958,168,118
40959,162,17
40960,157,21
40961,187,78
40962,154,72
40963,192,87
40964,199,74
40965,189,82
40966,166,115
40967,56,9
40968,164,76
40969,165,39
40970,192,12
40971,159,35
40972,148,51
40973,177,16
40974,183,49
40975,197,41
40976,176,21
40977,187,9
40978,198,18
40979,167,101
40980,184,84
40981,28,7
40982,151,52
40983,200,11
40984,155,111
40985,189,70
40986,185,67
40987,184,18
40988,154,115
40989,193,26
40990,152,70
40991,164,193
40992,162,49
40993,161,100
40994,165,105
40995,164,36
40996,167,97
40997,185,19
40998,183,46
40999,205,19
41000,187,63
41001,148,11
41002,160,29
41003,190,30
41004,194,53
41005,161,60
41006,184,9
41007,154,99
41008,161,91
41009,82,10
41010,192,76
41011,155,123
41012,165,100
41013,189,80
41014,172,92
41015,164,25
41016,153,129
41017,139,38
41018,154,14
41019,187,82
41020,166,81
41021,161,51
41022,161,100
41023,189,25
41024,161,103
41025,165,14
41026,188,34
41027,194,27
41028,187,44
41029,162,98
41030,164,28
41031,185,73
41032,196,16
41033,177,51
41034,167,84
41035,162,10
41036,184,48
41037,195,19
41038,163,38
41039,173,31
41040,159,16
41041,143,28
41042,152,124
41043,172,84
41044,165,110
41045,165,108
41046,186,72
41047,155,81
41048,171,23
41049,192,68
41050,186,18
41051,83,8
41052,199,25
41053,153,26
41054,196,26
41055,156,59
41056,195,59
41057,165,24
41058,165,61
41059,194,15
41060,168,57
41061,199,23
41062,168,104
41063,163,108
41064,187,82
41065,70,8
41066,184,33
41067,200,83
41068,199,25
41069,164,93
41070,166,107
41071,206,23
41072,159,113
41073,197,82
41074,162,106
41075,168,89
41076,168,8
41077,162,48
41078,152,55
41079,179,15
41080,136,11
41081,184,75
41082,160,17
41083,178,65
41084,156,20
41085,164,76
41086,148,21
41087,187,25
41088,191,41
41089,162,7
41090,195,9
41091,181,80
41092,157,108
41093,181,36
41094,166,44
41095,189,32
41096,184,72
41097,164,57
41098,75,8
41099,177,20
41100,171,10
41101,177,42
41102,160,122
41103,164,75
41104,187,48
41105,166,106
41106,155,59
41107,155,34
41108,195,75
41109,205,82
41110,161,60
41111,151,64
41112,157,110
41113,160,148
41114,168,95
41115,189,45
41116,156,86
41117,176,9
41118,182,75
41119,60,10
41120,195,14
41121,187,10
41122,157,43
41123,21,8
41124,176,15
41125,156,61
41126,171,26
41127,189,77
41128,158,44
41129,192,36
41130,165,176
41131,148,37
41132,154,23
41133,188,44
41134,167,14
41135,192,43
41136,187,83
41137,153,30
41138,140,43
41139,162,41
41140,191,45
41141,160,86
41142,162,16
41143,190,49
41144,161,20
41145,51,8
41146,166,59
41147,166,7
41148,183,18
41149,168,22
41150,172,66
41151,163,69
41152,167,37
41153,165,123
41154,170,46
41155,162,76
41156,160,35
41157,198,75
41158,168,110
41159,167,15
41160,178,12
41161,117,19
41162,189,70
41163,179,34
41164,158,108
41165,166,104
41166,207,11
41167,176,46
41168,197,137
41169,152,56
41170,185,26
41171,155,104
41172,185,35
41173,160,55
41174,195,32
41175,189,79
41176,165,50
41177,152,76
41178,163,26
41179,155,136
41180,161,36
41181,175,57
41182,28,7
41183,163,63
41184,79,9
41185,148,15
41186,191,78
41187,193,35
41188,158,142
41189,170,17
41190,189,79
41191,186,85
41192,188,35
41193,168,25
41194,188,15
41195,157,66
41196,191,24
41197,164,33
41198,185,51
41199,160,100
41200,185,78
41201,164,181
41202,146,56
41203,164,105
41204,164,59
41205,147,15
41206,190,43
41207,190,15
41208,186,51
41209,168,9
41210,169,37
41211,183,23
41212,195,17
41213,172,47
41214,156,22
41215,163,132
41216,156,115
41217,96,10
41218,169,101
41219,164,100
41220,172,96
41221,178,22
41222,131,15
41223,184,78
41224,162,92
41225,68,7
41226,154,18
41227,190,81
41228,183,90
41229,159,100
41230,162,73
41231,166,97
41232,195,66
41233,168,56
41234,182,25
41235,154,56
41236,202,8
41237,168,8
41238,194,25
41239,187,62
41240,162,34
41241,156,42
41242,168,99
41243,172,42
41244,157,210
41245,183,39
41246,180,18
41247,142,39
41248,181,42
41249,168,36
41250,167,99
41251,193,57
41252,154,73
41253,172,48
41254,198,55
41255,156,11
41256,176,52
41257,159,119
41258,149,8
41259,159,127
41260,189,22
41261,189,40
41262,192,28
41263,195,76
41264,168,58
41265,169,59
41266,167,28
41267,63,9
41268,170,124
41269,187,70
41270,160,120
41271,159,107
41272,168,107
41273,168,17
41274,163,13
41275,188,9
41276,209,24
41277,156,93
41278,163,35
41279,77,9
41280,156,111
41281,160,45
41282,188,78
41283,170,8
41284,166,30
41285,185,30
41286,170,16
41287,165,105
41288,185,31
41289,181,91
41290,179,39
41291,151,64
41292,199,25
41293,51,11
41294,160,118
41295,201,29
41296,167,19
41297,181,16
41298,185,45
41299,164,46
41300,198,10
41301,155,40
41302,178,31
41303,162,24
41304,163,38
41305,174,51
41306,162,37
41307,191,8
41308,205,11
41309,170,117
41310,168,84
41311,155,104
41312,183,70
41313,170,43
41314,190,137
41315,158,40
41316,165,83
41317,141,31
41318,186,82
41319,145,11
41320,194,38
41321,182,37
41322,159,64
41323,188,9
41324,166,104
41325,163,20
41326,156,45
41327,155,10
41328,191,41
41329,48,10
41330,165,86
41331,164,53
41332,198,26
41333,168,102
41334,189,69
41335,164,78
41336,145,53
41337,200,26
41338,185,37
41339,182,139
41340,188,50
41341,183,11
41342,154,46
41343,194,80
41344,200,30
41345,168,48
41346,198,26
41347,190,49
41348,173,8
41349,175,47
41350,187,74
41351,158,50
41352,159,33
41353,161,87
41354,192,64
41355,186,79
41356,161,115
41357,190,17
41358,160,77
41359,156,46
41360,170,44
41361,177,33
41362,187,49
41363,176,11
41364,158,28
41365,162,26
41366,155,147
41367,160,108
41368,200,26
41369,170,13
41370,152,45
41371,187,23
41372,201,35
41373,206,28
41374,178,63
41375,85,9
41376,183,29
41377,189,76
41378,160,16
41379,34,7
41380,176,52
41381,194,9
41382,187,30
41383,144,30
41384,204,14
41385,162,117
41386,158,67
41387,170,16
41388,189,39
41389,173,16
41390,159,26
41391,172,28
41392,165,27
41393,195,38
41394,194,37
41395,159,110
41396,192,11
41397,184,47
41398,170,65
41399,194,49
41400,191,33
41401,163,11
41402,192,41
41403,164,33
41404,161,97
41405,184,42
41406,198,26
41407,153,44
41408,166,16
41409,167,12
41410,191,70
41411,175,74
41412,37,216
41413,168,104
41414,160,111
41415,164,28
41416,188,70
41417,176,10
41418,166,29
41419,190,61
41420,196,17
41421,184,32
41422,193,74
41423,157,96
41424,167,100
41425,185,10
41426,159,114
41427,188,33
41428,73,14
41429,192,14
41430,186,69
41431,189,51
41432,153,47
41433,178,85
41434,181,10
41435,188,12
41436,168,72
41437,163,32
41438,178,25
41439,169,103
41440,196,19
41441,150,29
41442,175,100
41443,75,8
41444,198,10
41445,178,31
41446,159,152
41447,154,28
41448,147,54
41449,194,41
41450,159,60
41451,159,122
41452,184,47
41453,192,59
41454,163,12
41455,146,45
41456,155,105
41457,193,56
41458,161,94
41459,61,7
41460,147,44
41461,155,18
41462,184,31
41463,191,15
41464,188,25
41465,160,66
41466,184,32
41467,149,221
41468,155,56
41469,190,73
41470,168,28
41471,163,93
41472,179,38
41473,172,28
41474,151,88
41475,161,12
41476,149,113
41477,163,111
41478,144,46
41479,175,23
41480,157,52
41481,119,12
41482,163,80
41483,200,16
41484,188,68
41485,254,34
41486,160,31
41487,166,106
41488,187,69
41489,174,105
41490,64,7
41491,162,75
41492,151,18
41493,179,27
41494,57,7
41495,151,21
41496,171,102
41497,189,12
41498,172,47
41499,168,61
41500,147,14
41501,165,92
41502,185,18
41503,170,91
41504,186,49
41505,50,7
41506,208,13
41507,179,37
41508,159,59
41509,151,35
41510,190,25
41511,159,70
41512,168,16
41513,158,58
41514,149,47
41515,167,100
41516,139,14
41517,194,30
41518,165,66
41519,153,65
41520,177,28
41521,176,41
41522,98,8
41523,171,12
41524,196,31
41525,162,108
41526,158,37
41527,82,11
41528,83,9
41529,134,13
41530,169,62
41531,162,134
41532,188,31
41533,153,10
41534,166,14
41535,153,13
41536,180,48
41537,159,55
41538,164,95
41539,192,28
41540,136,20
41541,182,83
41542,159,208
41543,158,31
41544,192,20
41545,192,11
41546,95,9
41547,169,11
41548,163,108
41549,164,118
41550,164,43
41551,166,93
41552,66,10
41553,187,74
41554,172,107
41555,129,10
41556,165,102
41557,189,74
41558,158,64
41559,157,43
41560,167,115
41561,200,13
41562,59,10
41563,182,31
41564,173,29
41565,150,42
41566,159,33
41567,161,126
41568,152,40
41569,165,69
41570,168,89
41571,183,51
41572,170,96
41573,147,24
41574,173,33
41575,196,55
41576,170,101
41577,170,51
41578,149,96
41579,161,84
41580,146,12
41581,195,21
41582,158,201
41583,161,103
41584,152,78
41585,116,8
41586,149,43
41587,176,37
41588,154,105
41589,160,113
41590,192,39
41591,187,28
41592,161,104
41593,162,121
41594,159,59
41595,152,101
41596,137,47
41597,179,15
41598,165,115
41599,68,8
41600,165,55
41601,135,12
41602,211,43
41603,162,9
41604,189,47
41605,156,90
41606,192,29
41607,168,65
41608,155,118
41609,164,81
41610,166,72
41611,43,8
41612,168,53
41613,160,24
41614,185,40
41615,151,73
41616,166,22
41617,152,84
41618,160,117
41619,173,97
41620,157,40
41621,192,29
41622,158,16
41623,157,26
41624,182,36
41625,196,37
41626,181,87
41627,166,102
41628,188,84
41629,101,9
41630,164,16
41631,27,9
41632,70,9
41633,200,11
41634,171,116
41635,36,8
41636,169,54
41637,179,78
41638,169,101
41639,183,85
41640,158,109
41641,151,19
41642,167,24
41643,190,79
41644,168,36
41645,151,48
41646,189,61
41647,161,24
41648,191,60
41649,163,41
41650,168,17
41651,161,103
41652,181,20
41653,153,100
41654,157,106
41655,210,14
41656,35,9
41657,146,11
41658,187,80
41659,158,123
41660,175,21
41661,169,114
41662,164,90
41663,192,126
41664,184,75
41665,154,55
41666,192,28
41667,189,54
41668,189,28
41669,183,20
41670,81,8
41671,191,33
41672,181,55
41673,146,7
41674,162,50
41675,184,129
41676,170,117
41677,157,37
41678,165,95
41679,143,10
41680,203,35
41681,158,57
41682,166,91
41683,194,52
41684,164,27
41685,164,64
41686,180,12
41687,187,39
41688,155,9
41689,188,86
41690,200,16
41691,167,105
41692,192,25
41693,172,18
41694,173,85
41695,163,17
41696,189,41
41697,168,108
41698,150,38
41699,156,37
41700,69,8
41701,152,12
41702,163,11
41703,147,11
41704,165,99
41705,163,56
41706,197,74
41707,133,17
41708,155,18
41709,155,89
41710,135,8
41711,189,82
41712,166,67
41713,178,53
41714,158,139
41715,120,16
41716,156,63
41717,179,26
41718,173,78
41719,188,20
41720,198,44
41721,175,59
41722,199,9
41723,173,35
41724,164,45
41725,169,8
41726,184,32
41727,164,99
41728,152,30
41729,189,70
41730,183,74
41731,179,11
41732,155,108
41733,178,13
41734,190,10
41735,174,42
41736,91,9
41737,153,80
41738,195,34
41739,164,116
41740,187,29
41741,158,25
41742,178,77
41743,152,35
41744,163,110
41745,162,19
41746,159,113
41747,179,20
41748,192,85
41749,146,36
41750,157,122
41751,154,114
41752,187,70
41753,152,44
41754,164,44
41755,157,61
41756,38,7
41757,194,51
41758,160,58
41759,192,25
41760,158,42
41761,196,27
41762,186,44
41763,154,46
41764,162,107
41765,195,40
41766,192,12
41767,187,30
41768,188,40
41769,162,14
41770,148,64
41771,170,53
41772,187,72
41773,154,56
41774,91,8
41775,183,71
41776,152,89
41777,160,112
41778,47,8
41779,167,112
41780,191,79
41781,156,51
41782,196,38
41783,157,102
41784,174,54
41785,193,30
41786,163,120
41787,159,103
41788,169,208
41789,189,33
41790,193,84
41791,157,9
41792,173,95
41793,166,107
41794,176,19
41795,163,104
41796,158,29
41797,203,9
41798,188,49
41799,163,155
41800,181,100
41801,63,9
41802,164,114
41803,187,77
41804,168,101
41805,182,35
41806,197,30
41807,159,56
41808,191,23
41809,197,69
41810,137,9
41811,145,11
41812,152,31
41813,194,81
41814,179,36
41815,166,101
41816,161,33
41817,196,21
41818,174,45
41819,163,90
41820,195,21
41821,200,10
41822,190,87
41823,146,12
41824,155,42
41825,168,61
41826,157,17
41827,193,110
41828,186,81
41829,94,8
41830,174,19
41831,174,66
41832,152,23
41833,201,34
41834,199,37
41835,161,57
41836,79,7
41837,168,109
41838,168,86
41839,193,44
41840,146,26
41841,189,32
41842,160,108
41843,81,8
41844,158,40
41845,185,47
41846,188,49
41847,180,18
41848,169,94
41849,158,24
41850,140,8
41851,164,103
41852,161,66
41853,147,20
41854,171,31
41855,135,9
41856,157,131
41857,28,9
41858,186,14
41859,163,115
41860,162,56
41861,189,10
41862,152,34
41863,163,68
41864,196,28
41865,163,62
41866,161,75
41867,193,67
41868,182,54
41869,159,124
41870,152,54
41871,181,40
41872,170,20
41873,166,111
41874,187,31
41875,192,25
41876,175,56
41877,161,54
41878,159,58
41879,154,112
41880,156,36
41881,193,80
41882,180,7
41883,157,58
41884,192,49
41885,168,112
41886,150,42
41887,52,14
41888,158,113
41889,19,7
41890,182,25
41891,194,75
41892,143,13
41893,158,8
41894,188,82
41895,190,81
41896,167,102
41897,171,69
41898,162,49
41899,160,106
41900,188,45
41901,173,49
41902,160,85
41903,166,44
41904,151,41
41905,162,62
41906,168,104
41907,198,40
41908,163,108
41909,181,34
41910,181,19
41911,191,41
41912,190,67
41913,180,51
41914,170,102
41915,163,18
41916,169,87
41917,146,13
41918,174,12
41919,160,29
41920,160,108
41921,157,100
41922,190,25
41923,166,57
41924,172,26
41925,152,63
41926,168,29
41927,181,16
41928,168,55
41929,118,8
41930,193,74
41931,150,88
41932,139,11
41933,167,64
41934,161,106
41935,165,101
41936,160,8
41937,187,36
41938,176,52
41939,189,80
41940,154,118
41941,158,30
41942,187,36
41943,172,50
41944,165,128
41945,154,103
41946,57,9
41947,157,22
41948,187,29
41949,184,48
41950,197,18
41951,150,29
41952,182,25
41953,155,31
41954,186,13
41955,161,27
41956,194,83
41957,175,48
41958,169,68
41959,186,12
41960,161,61
41961,168,62
41962,170,111
41963,193,71
41964,176,22
41965,155,25
41966,57,8
41967,185,25
41968,190,74
41969,170,45
41970,161,26
41971,184,25
41972,172,11
41973,194,83
41974,143,45
41975,186,63
41976,192,81
41977,187,46
41978,154,23
41979,186,9
41980,191,39
41981,161,114
41982,167,120
41983,159,104
41984,192,64
41985,195,14
41986,167,54
41987,120,13
41988,164,88
41989,154,55
41990,184,72
41991,181,44
41992,61,141
41993,187,78
41994,195,19
41995,41,7
41996,188,24
41997,177,77
41998,184,78
41999,174,53
42000,169,32
42001,188,69
42002,158,38
42003,164,60
42004,163,99
42005,191,37
42006,195,179
42007,190,28
42008,161,68
42009,189,71
42010,189,42
42011,186,80
42012,160,31
42013,195,42
42014,168,54
42015,74,9
42016,154,45
42017,188,77
42018,167,109
42019,197,23
42020,177,56
42021,152,65
42022,201,68
42023,190,81
42024,205,9
42025,183,26
42026,198,24
42027,161,48
42028,173,45
42029,186,86
42030,166,60
42031,164,29
42032,162,107
42033,187,19
42034,176,15
42035,162,81
42036,195,43
42037,156,39
42038,161,34
42039,177,105
42040,156,118
42041,186,10
42042,134,26
42043,198,35
42044,151,10
42045,165,46
42046,159,69
42047,182,85
42048,155,130
42049,162,48
42050,192,78
42051,195,54
42052,159,43
42053,173,17
42054,160,53
42055,163,67
42056,154,8
42057,161,126
42058,189,32
42059,190,33
42060,195,69
42061,181,75
42062,191,49
42063,167,60
42064,157,19
42065,139,14
42066,147,13
42067,143,38
42068,72,7
42069,147,10
42070,49,7
42071,186,27
42072,185,84
42073,183,38
42074,160,41
42075,176,73
42076,196,12
42077,148,36
42078,170,102
42079,173,34
42080,175,15
42081,160,40
42082,161,110
42083,155,94
42084,154,48
42085,164,98
42086,187,36
42087,189,80
42088,163,120
42089,154,65
42090,183,44
42091,194,41
42092,170,9
42093,155,72
42094,194,95
42095,213,16
42096,168,127
42097,236,8
42098,188,99
42099,159,47
42100,152,34
42101,162,12
42102,165,26
42103,160,138
42104,188,60
42105,189,49
42106,195,14
42107,196,17
42108,155,31
42109,157,119
42110,187,58
42111,167,85
42112,195,65
42113,185,50
42114,152,15
42115,198,21
42116,165,26
42117,169,71
42118,182,35
42119,168,19
42120,86,8
42121,191,9
42122,160,42
42123,159,91
42124,190,39
42125,157,11
42126,138,15
42127,167,13
42128,163,118
42129,190,71
42130,165,126
42131,199,12
42132,156,50
42133,165,100
42134,150,91
42135,136,7
42136,169,17
42137,155,30
42138,167,25
42139,192,76
42140,174,89
42141,194,25
42142,192,77
42143,186,53
42144,154,84
42145,176,11
42146,60,10
42147,201,38
42148,170,97
42149,155,12
42150,193,22
42151,182,25
42152,147,22
42153,178,23
42154,178,19
42155,70,10
42156,164,11
42157,165,44
42158,195,14
42159,198,66
42160,163,115
42161,188,67
42162,184,10
42163,144,114
42164,165,44
42165,185,14
42166,182,57
42167,201,17
42168,49,10
42169,174,17
42170,201,33
42171,165,47
42172,166,109
42173,153,44
42174,195,64
42175,156,65
42176,145,9
42177,191,36
42178,149,59
42179,191,87
42180,166,29
42181,180,44
42182,163,64
42183,190,31
42184,156,48
42185,183,15
42186,150,23
42187,178,10
42188,185,46
42189,177,211
42190,152,33
42191,197,79
42192,194,77
42193,197,39
42194,176,94
42195,188,75
42196,179,44
42197,190,72
42198,191,33
42199,166,25
42200,316,13
42201,170,92
42202,185,18
42203,166,10
42204,147,42
42205,194,40
42206,171,42
42207,190,12
42208,142,9
42209,154,116
42210,164,109
42211,119,10
42212,181,49
42213,166,184
42214,193,36
42215,162,96
42216,192,26
42217,193,23
42218,191,39
42219,161,47
42220,185,15
42221,187,12
42222,188,77
42223,161,97
42224,166,35
42225,165,31
42226,200,11
42227,191,11
42228,202,27
42229,96,8
42230,183,57
42231,207,28
42232,41,7
42233,159,42
42234,172,40
42235,165,71
42236,176,18
42237,192,65
42238,158,69
42239,284,9
42240,166,66
42241,189,73
42242,160,42
42243,169,114
42244,198,33
42245,166,68
42246,213,148
42247,136,23
42248,194,72
42249,183,51
42250,187,37
42251,189,17
42252,169,76
42253,149,48
42254,197,54
42255,163,112
42256,182,28
42257,185,41
42258,187,10
42259,191,21
42260,163,126
42261,177,13
42262,157,79
42263,174,14
42264,198,25
42265,186,38
42266,168,208
42267,174,95
42268,161,104
42269,192,72
42270,156,42
42271,161,110
42272,188,47
42273,157,60
42274,158,64
42275,199,55
42276,166,77
42277,163,108
42278,193,18
42279,188,78
42280,195,36
42281,182,75
42282,168,100
42283,159,12
42284,157,90
42285,201,32
42286,170,32
42287,136,16
42288,189,50
42289,200,26
42290,71,8
42291,170,92
42292,185,20
42293,170,49
42294,195,83
42295,182,55
42296,148,25
42297,109,13
42298,194,79
42299,193,54
42300,194,77
42301,198,25
42302,165,76
42303,172,55
42304,184,33
42305,167,86
42306,204,27
42307,192,22
42308,193,36
42309,199,27
42310,178,102
42311,164,31
42312,187,25
42313,173,14
42314,164,45
42315,149,83
42316,166,107
42317,196,42
42318,177,59
42319,202,12
42320,157,59
42321,182,30
42322,185,127
42323,189,21
42324,58,11
42325,167,98
42326,184,58
42327,185,10
42328,156,120
42329,194,69
42330,179,74
42331,198,27
42332,186,9
42333,163,48
42334,147,14
42335,189,67
42336,184,28
42337,180,101
42338,167,27
42339,157,67
42340,138,21
42341,183,44
42342,203,30
42343,39,10
42344,164,74
42345,157,43
42346,175,36
42347,194,44
42348,193,68
42349,161,105
42350,179,42
42351,168,18
42352,180,86
42353,159,66
42354,170,50
42355,166,89
42356,179,31
42357,161,103
42358,185,12
42359,152,45
42360,171,37
42361,157,28
42362,148,9
42363,185,43
42364,163,117
42365,174,32
42366,162,118
42367,129,216
42368,153,34
42369,206,19
42370,190,14
42371,191,30
42372,192,94
42373,182,56
42374,180,73
42375,159,113
42376,187,60
42377,143,31
42378,159,104
42379,186,84
42380,158,98
42381,180,11
42382,193,82
42383,158,21
42384,56,9
42385,155,42
42386,165,100
42387,164,19
42388,180,29
42389,185,61
42390,170,103
42391,177,46
42392,196,29
42393,192,43
42394,198,31
42395,163,98
42396,188,37
42397,159,112
42398,164,107
42399,157,115
42400,159,110
42401,186,65
42402,158,102
42403,188,93
42404,159,65
42405,143,25
42406,177,83
42407,94,8
42408,153,121
42409,191,15
42410,158,96
42411,183,88
42412,178,42
42413,163,21
42414,189,74
42415,177,22
42416,171,52
42417,174,104
42418,175,124
42419,156,35
42420,157,34
42421,165,74
42422,178,22
42423,156,33
42424,186,44
42425,166,36
42426,158,80
42427,50,9
42428,156,34
42429,197,28
42430,182,34
42431,148,22
42432,151,20
42433,143,133
42434,171,98
42435,28,10
42436,181,80
42437,141,16
42438,153,48
42439,190,37
42440,148,31
42441,155,106
42442,177,37
42443,166,36
42444,192,77
42445,159,106
42446,180,143
42447,194,75
42448,149,19
42449,145,9
42450,189,15
42451,170,25
42452,187,25
42453,185,21
42454,190,24
42455,154,115
42456,160,47
42457,162,28
42458,177,29
42459,199,60
42460,58,8
42461,185,68
42462,178,32
42463,120,8
42464,174,48
42465,142,36
42466,160,91
42467,173,104
42468,176,19
42469,190,63
42470,203,89
42471,162,52
42472,38,12
42473,125,7
42474,184,74
42475,194,69
42476,183,28
42477,160,95
42478,159,99
42479,156,52
42480,77,8
42481,139,27
42482,158,55
42483,192,30
42484,193,78
42485,157,49
42486,188,77
42487,195,25
42488,191,73
42489,160,105
42490,187,53
42491,204,32
42492,156,30
42493,160,126
42494,161,64
42495,98,8
42496,159,124
42497,188,15
42498,66,10
42499,174,31
42500,165,13
42501,196,32
42502,186,43
42503,161,108
42504,161,137
42505,196,41
42506,175,8
42507,161,68
42508,194,20
42509,183,42
42510,170,47
42511,157,58
42512,123,13
42513,167,110
42514,159,8
42515,156,82
42516,190,77
42517,192,11
42518,187,70
42519,157,126
42520,160,102
42521,70,9
42522,175,13
42523,194,12
42524,164,90
42525,166,33
42526,162,105
42527,191,24
42528,166,105
42529,195,31
42530,190,34
42531,155,111
42532,165,117
42533,193,42
42534,163,103
42535,178,43
42536,161,74
42537,202,48
42538,195,32
42539,155,27
42540,142,28
42541,161,9
42542,157,124
42543,190,19
42544,191,25
42545,163,149
42546,192,77
42547,196,34
42548,170,68
42549,192,28
